Serial No,Stock Symbol,Metric1,Metric2,Metric3,...
126,ABP,September-3,Q2-2025,0.04-USD,,12.89-M-USD,,,0.4247-USD,7.23-M-USD,183.00-K-USD,32.49-M,1.48
127,ABSI,August-19,Q2-2025,0.21-USD,1.39-M-USD,339.31-M-USD,,,0.93-USD,103.11-M-USD,4.53-M-USD,111.47-M,2.54
128,ABT,July-17,Q2-2025,1.25-USD,11.05-B-USD,228.44-B-USD,1.77%,17.06,7.74-USD,13.35-B-USD,41.95-B-USD,1.73-B,0.29
129,ABTS,9.05-M-USD,,,0.38-USD,909.66-K-USD,6.71-M-USD,1.95-M,1.15,11,0,610.11-K-USD,82.70-K-USD
130,ABUS,July-31,Q2-2025,0.04-USD,1.61-M-USD,616.72-M-USD,,,0.40-USD,69.92-M-USD,6.17-M-USD,148.66-M,0.05
131,ABVC,August-19,Q2-2025,,,19.29-M-USD,,,0.14-USD,4.90-M-USD,509.59-K-USD,14.53-M,1.10
132,ABVE,38.23-M-USD,,,,987.94-K-USD,0.00-USD,27.97-M,3.26,2,0,0.00-USD,493.97-K-USD
133,AC,813.82-M-USD,0.54%,20.98,1.80-USD,44.33-M-USD,55.94-M-USD,2.14-M,0.66,24,1-4.00%,2.33-M-USD,1.85-M-USD
134,ACA,July-31,Q2-2025,1.11-USD,760.12-M-USD,4.13-B-USD,0.23%,53.18,1.60-USD,93.40-M-USD,2.57-B-USD,47.87-M,1.44
135,ACAD,July-30,Q2-2025,0.14-USD,263.28-M-USD,3.68-B-USD,,15.69,1.38-USD,226.45-M-USD,957.80-M-USD,166.06-M,1.18
136,ACCO,July-30,Q2-2025,0.29-USD,394.13-M-USD,311.74-M-USD,8.29%,,1.12-USD,101.60-M-USD,1.67-B-USD,86.31-M,1.07
137,ACCS,August-12,Q2-2025,0.09-USD,5.83-M-USD,40.40-M-USD,,,1.37-USD,10.79-M-USD,23.06-M-USD,2.86-M,0.31
138,ACDC,August-7,Q2-2025,0.19-USD,541.55-M-USD,1.04-B-USD,,,1.49-USD,215.10-M-USD,2.19-B-USD,11.14-M,2.16
139,ACEL,July-30,Q2-2025,0.22-USD,328.47-M-USD,949.68-M-USD,,22.61,0.50-USD,35.25-M-USD,1.23-B-USD,50.57-M,0.95
140,ACET,August-6,Q2-2025,0.31-USD,0.00-USD,57.37-M-USD,,,1.2914-USD,117.12-M-USD,0.00-USD,65.38-M,1.83
141,ACGL,July-23,Q2-2025,2.28-USD,4.36-B-USD,34.50-B-USD,,9.43,9.99-USD,4.31-B-USD,16.86-B-USD,361.88-M,0.51
142,ACHC,August-5,Q2-2025,0.71-USD,838.93-M-USD,2.08-B-USD,,12.84,2.05-USD,255.61-M-USD,3.15-B-USD,89.46-M,0.62
143,ACHR,August-7,Q2-2025,0.25-USD,2.67-M-USD,5.81-B-USD,,,1.24-USD,536.80-M-USD,0.00-USD,412.00-M,3.36
144,ACHV,August-7,Q2-2025,0.34-USD,0.00-USD,105.44-M-USD,,,1.34-USD,39.83-M-USD,0.00-USD,29.37-M,2.06
145,ACI,July-29,Q1-2025,0.55-USD,24.68-B-USD,12.72-B-USD,2.72%,13.28,1.65-USD,958.60-M-USD,80.39-B-USD,413.69-M,0.06
146,ACIC,August-6,Q2-2025,0.38-USD,243.22-M-USD,524.63-M-USD,,7.30,1.55-USD,75.72-M-USD,296.66-M-USD,24.11-M,0.52
147,ACIU,August-6,Q2-2025,0.21-USD,2.36-M-USD,167.21-M-USD,,,0.58-USD,57.82-M-USD,31.01-M-USD,61.45-M,1.11
148,ACIW,July-31,Q2-2025,0.09-USD,380.49-M-USD,4.86-B-USD,,19.26,2.57-USD,203.12-M-USD,1.59-B-USD,103.31-M,0.93
149,ACLS,July-30,Q2-2025,0.58-USD,185.13-M-USD,1.87-B-USD,,10.82,5.48-USD,200.99-M-USD,1.02-B-USD,31.45-M,1.67
150,ACLX,August-18,Q2-2025,1.02-USD,12.87-M-USD,3.52-B-USD,,,2.98-USD,107.35-M-USD,107.94-M-USD,39.51-M,1.30
151,ACM,August-11,Q3-2025,1.27-USD,1.93-B-USD,14.24-B-USD,0.95%,23.85,4.62-USD,402.27-M-USD,16.11-B-USD,131.75-M,0.66
152,ACMR,August-1,Q2-2025,0.48-USD,223.39-M-USD,1.43-B-USD,,14.41,1.70-USD,103.63-M-USD,782.12-M-USD,49.85-M,1.25
153,ACN,June-20,Q3-2025,3.31-USD,17.23-B-USD,193.81-B-USD,1.86%,26.11,12.26-USD,7.26-B-USD,64.90-B-USD,624.33-M,0.62
154,ACNB,July-24,Q2-2025,1.15-USD,38.85-M-USD,439.69-M-USD,3.16%,14.61,2.92-USD,31.85-M-USD,132.19-M-USD,10.07-M,0.89
155,ACNT,August-12,Q2-2025,0.27-USD,56.90-M-USD,125.02-M-USD,,,1.03-USD,15.14-M-USD,177.87-M-USD,8.44-M,0.14
156,ACOG,August-20,Q2-2025,0.77-USD,1.65-M-USD,146.42-M-USD,,,1.29-USD,14.64-M-USD,0.00-USD,12.48-M,1.54
157,ACON,August-22,Q2-2025,271.35-USD,30.00-K-USD,3.90-M-USD,,,4-281.00-USD,6.99-M-USD,45.72-K-USD,581.22-K,0.97
158,ACRS,August-6,Q2-2025,0.14-USD,1.29-M-USD,136.43-M-USD,,,1.40-USD,132.06-M-USD,18.72-M-USD,92.28-M,1.79
159,ACRV,August-8,Q2-2025,0.57-USD,0.00-USD,36.69-M-USD,,,2.22-USD,80.56-M-USD,0.00-USD,22.14-M,1.86
160,ACT,August-5,Q2-2025,1.12-USD,307.54-M-USD,5.28-B-USD,2.29%,8.25,4.48-USD,688.07-M-USD,1.20-B-USD,30.59-M,0.54
161,ACTG,August-18,Q2-2025,0.05-USD,55.00-M-USD,359.68-M-USD,,,0.11-USD,36.06-M-USD,122.31-M-USD,94.62-M,0.81
162,ACTU,September-3,Q2-2025,0.27-USD,0.00-USD,202.67-M-USD,,,1.30-USD,27.29-M-USD,0.00-USD,5.90-M,1.30
163,ACU,July-18,Q2-2025,0.72-USD,58.27-M-USD,147.42-M-USD,1.51%,16.25,2.70-USD,10.02-M-USD,194.49-M-USD,3.32-M,0.43
164,ACVA,August-6,Q2-2025,0.08-USD,195.52-M-USD,2.83-B-USD,,,0.45-USD,79.70-M-USD,637.16-M-USD,162.34-M,1.25
165,ACXP,August-18,Q2-2025,0.12-USD,0.00-USD,9.39-M-USD,,,0.7035-USD,14.10-M-USD,0.00-USD,20.39-M,1.67
166,ADBE,June-13,Q2-2025,4.97-USD,5.80-B-USD,173.76-B-USD,,27.47,15.26-USD,5.56-B-USD,21.52-B-USD,424.72-M,1.01
167,ADCT,August-12,Q2-2025,0.40-USD,18.01-M-USD,241.00-M-USD,,,1.45-USD,157.85-M-USD,70.84-M-USD,77.91-M,2.51
168,ADD,20.73-M-USD,,,,26.86-M-USD,2.83-M-USD,21.99-M,1.62,47,0,60.22-K-USD,571.58-K-USD
169,ADEA,August-12,Q2-2025,0.26-USD,91.01-M-USD,1.37-B-USD,1.54%,19.49,0.69-USD,64.62-M-USD,376.02-M-USD,106.24-M,0.94
170,ADGM,18.30-M-USD,,,11.04-USD,75.04-M-USD,602.00-K-USD,15.10-M,0.94,80,+77-+2-566.67%,7.53-K-USD,938.01-K-USD
171,ADI,3-days-ago,Q2-2025,1.70-USD,2.51-B-USD,104.39-B-USD,1.74%,72.42,3.15-USD,1.64-B-USD,9.43-B-USD,494.79-M,1.54
172,ADIL,August-13,Q2-2025,0.25-USD,0.00-USD,5.45-M-USD,,,1.6240-USD,13.20-M-USD,0.00-USD,7.76-M,0.71
173,ADM,July-29,Q2-2025,0.84-USD,21.62-B-USD,23.03-B-USD,4.22%,17.10,2.82-USD,1.80-B-USD,85.50-B-USD,477.13-M,0.44
174,ADMA,August-6,Q2-2025,0.15-USD,124.13-M-USD,4.87-B-USD,,23.33,0.88-USD,197.67-M-USD,426.45-M-USD,230.40-M,0.97
175,ADN,,,,,6.22-M-USD,,,24.90-USD,71.40-M-USD,4.86-M-USD,2.53-M,2.58
176,ADNT,July-31,Q3-2025,0.42-USD,3.55-B-USD,1.24-B-USD,,,3.19-USD,18.00-M-USD,14.69-B-USD,82.00-M,0.81
177,ADP,July-30,Q4-2025,2.23-USD,5.05-B-USD,130.34-B-USD,1.93%,32.69,9.81-USD,3.75-B-USD,19.20-B-USD,405.37-M,0.54
178,ADPT,,,,,1.36-B-USD,,,0.96-USD,159.49-M-USD,178.96-M-USD,144.91-M,1.33
179,ADSE,September-10,H1-2025,0.30-USD,50.76-M-USD,710.18-M-USD,,,2.07-USD,105.96-M-USD,119.00-M-USD,24.48-M,0.64
180,ADSK,September-2,Q2-2025,2.44-USD,1.72-B-USD,63.19-B-USD,,63.26,4.71-USD,1.11-B-USD,6.11-B-USD,213.37-M,1.03
181,ADT,July-31,Q2-2025,0.20-USD,1.28-B-USD,6.43-B-USD,2.60%,13.94,0.62-USD,501.05-M-USD,4.90-B-USD,536.80-M,0.54
182,ADTN,August-6,Q2-2025,0.01-USD,255.57-M-USD,623.83-M-USD,,,1.72-USD,456.91-M-USD,922.72-M-USD,68.81-M,1.72
183,ADTX,September-3,Q2-2025,,,3.69-M-USD,,,69-702.52-USD,34.45-M-USD,133.99-K-USD,2.12-M,0.46
184,ADUS,August-4,Q2-2025,1.47-USD,346.47-M-USD,2.06-B-USD,,25.19,4.50-USD,73.60-M-USD,1.15-B-USD,17.91-M,0.31
185,ADV,August-12,Q2-2025,0.11-USD,792.51-M-USD,363.23-M-USD,,,1.29-USD,422.06-M-USD,3.57-B-USD,87.69-M,1.34
186,ADVB,24.67-M-USD,,,,87.39-K-USD,0.00-USD,3.08-M,0.55,40,0.00-USD,2.18-K-USD,Health-Technology
187,ADVM,August-18,Q2-2025,2.08-USD,0.00-USD,46.17-M-USD,,,6.39-USD,130.93-M-USD,1.00-M-USD,13.83-M,0.94
188,AEE,July-31,Q2-2025,1.05-USD,1.83-B-USD,26.64-B-USD,2.98%,21.16,4.52-USD,1.18-B-USD,7.62-B-USD,275.52-M,0.29
189,AEHL,7.88-M-USD,,,42.43-USD,10.54-M-USD,98.77-M-USD,958.82-K,0.17,66,+23-+53.49%,1.50-M-USD,159.76-K-USD
190,AEHR,July-17,Q4-2024,0.02-USD,14.80-M-USD,263.48-M-USD,,11.38,0.79-USD,33.16-M-USD,66.22-M-USD,27.89-M,1.32
191,AEI,10.62-M-USD,,,0.4751-USD,3.97-M-USD,21.12-M-USD,3.30-M,1.91,71,+11-+18.33%,297.41-K-USD,55.86-K-USD
192,AEIS,July-30,Q2-2025,1.31-USD,421.27-M-USD,4.29-B-USD,0.34%,59.91,1.96-USD,54.21-M-USD,1.48-B-USD,37.29-M,1.91
193,AEMD,June-26,Q4-2024,0.14-USD,0.00-USD,6.40-M-USD,,,1.5942-USD,12.21-M-USD,0.00-USD,15.11-M,1.50
194,AENT,October-16,Q4-2025,0.05-USD,241.89-M-USD,146.25-M-USD,,12.50,0.23-USD,4.58-M-USD,1.10-B-USD,3.07-M,1.41
195,AEO,In-5-days,Q1-2025,0.22-USD,1.09-B-USD,1.85-B-USD,4.70%,6.48,1.71-USD,329.38-M-USD,5.33-B-USD,158.95-M,0.91
196,AEON,August-18,Q2-2025,11.52-USD,0.00-USD,6.04-M-USD,,0.0018,298.9901-USD,42.01-M-USD,0.00-USD,10.62-M,1.38
197,AEP,July-24,Q2-2025,1.23-USD,4.98-B-USD,54.96-B-USD,3.62%,19.64,5.19-USD,2.97-B-USD,19.92-B-USD,532.44-M,0.03
198,AER,July-30,Q2-2025,2.81-USD,2.03-B-USD,19.90-B-USD,0.93%,9.98,11.60-USD,2.10-B-USD,7.04-B-USD,171.03-M,0.89
199,AERT,27.65-M-USD,,0.4215,1.6014-USD,15.66-M-USD,72.51-M-USD,10.72-M,0.82,1.7-K,+1.7-K-+169-900.00%,42.65-K-USD,9.21-K-USD
200,AES,July-31,Q2-2025,0.46-USD,3.10-B-USD,7.11-B-USD,6.95%,5.26,1.84-USD,1.69-B-USD,12.28-B-USD,708.34-M,0.79
201,AESI,August-4,Q2-2025,0.17-USD,299.65-M-USD,1.53-B-USD,7.92%,40.84,0.31-USD,59.94-M-USD,1.06-B-USD,77.48-M,1.54
202,AEVA,August-6,Q2-2025,0.47-USD,3.39-M-USD,883.11-M-USD,,,2.82-USD,152.26-M-USD,9.06-M-USD,30.94-M,2.46
203,AEYE,August-6,Q2-2025,0.15-USD,9.92-M-USD,151.37-M-USD,,,0.40-USD,4.25-M-USD,35.20-M-USD,7.74-M,2.58
204,AFBI,115.71-M-USD,,20.59,0.93-USD,5.44-M-USD,49.99-M-USD,4.50-M,0.11,88,3-3.30%,568.05-K-USD,61.83-K-USD
205,AFG,July-30,Q2-2025,2.23-USD,1.74-B-USD,10.15-B-USD,2.60%,12.75,9.52-USD,887.00-M-USD,8.28-B-USD,71.26-M,0.54
206,AFJK,68.35-M-USD,,49.91,0.22-USD,2.55-M-USD,0.00-USD,4.49-M,0.03,2,0.00-USD,1.28-M-USD,Finance
207,AFL,August-5,Q2-2025,1.71-USD,4.30-B-USD,55.43-B-USD,2.24%,15.99,6.44-USD,5.44-B-USD,18.93-B-USD,484.81-M,0.44
208,AFRI,207.68-M-USD,,,0.90-USD,24.32-M-USD,274.22-M-USD,5.46-M,0.21,600,0,457.04-K-USD,40.51-K-USD
209,AFRM,August-21,Q4-2025,0.13-USD,834.88-M-USD,15.90-B-USD,,,0.20-USD,517.76-M-USD,2.32-B-USD,268.19-M,2.55
210,AFYA,August-15,Q2-2025,0.34-USD,162.61-M-USD,1.71-B-USD,1.24%,14.59,1.34-USD,117.14-M-USD,612.94-M-USD,14.80-M,0.51
211,AGAE,Tomorrow,Q4-2024,,,103.21-M-USD,,,0.27-USD,3.60-M-USD,7.66-M-USD,9.68-M,0.86
212,AGCO,July-24,Q2-2025,1.07-USD,2.52-B-USD,7.49-B-USD,1.14%,,7.81-USD,424.80-M-USD,11.66-B-USD,61.76-M,1.20
213,AGEN,August-7,Q2-2025,0.98-USD,20.93-M-USD,104.73-M-USD,,,8.68-USD,227.21-M-USD,103.46-M-USD,26.37-M,2.49
214,AGFY,August-19,Q2-2025,,,46.87-M-USD,,,28.49-USD,29.85-M-USD,9.68-M-USD,1.07-M,2.45
215,AGH,,,,,,,,1.13,Consumer-Services,Movies-Entertainment,aureusgreenway.com,Kissimmee
216,AGIO,July-31,Q2-2025,1.81-USD,9.54-M-USD,1.73-B-USD,,2.62,11.71-USD,673.73-M-USD,36.50-M-USD,55.44-M,1.72
217,AGL,July-31,Q2-2025,0.10-USD,1.47-B-USD,918.97-M-USD,,,0.62-USD,251.39-M-USD,6.06-B-USD,302.78-M,0.73
218,AGM,August-11,Q2-2025,4.29-USD,94.75-M-USD,1.94-B-USD,3.22%,11.29,16.30-USD,207.19-M-USD,901.24-M-USD,9.19-M,0.85
219,AGMH,7.12-M-USD,,0.5762,0.1286-USD,3.12-M-USD,32.04-M-USD,69.82-M,1.43,10,18-64.29%,3.20-M-USD,340.76-K-USD
220,AGO,August-6,Q2-2025,1.52-USD,198.83-M-USD,4.15-B-USD,1.62%,10.02,8.52-USD,376.00-M-USD,812.00-M-USD,46.01-M,0.70
221,AGRI,September-3,Q2-2025,,,4.38-M-USD,,,2.09-USD,16.27-M-USD,67.89-K-USD,2.85-M,1.83
222,AGRO,August-18,Q2-2025,0.26-USD,423.50-M-USD,949.93-M-USD,3.64%,15.19,0.63-USD,92.34-M-USD,1.45-B-USD,28.12-M,0.20
223,AGS,August-1,Q2-2025,0.20-USD,100.74-M-USD,508.44-M-USD,,10.68,1.15-USD,48.01-M-USD,394.87-M-USD,39.64-M,0.02
224,AGX,June-5,Q1-2025,1.09-USD,193.75-M-USD,2.77-B-USD,0.78%,32.25,6.33-USD,85.46-M-USD,874.18-M-USD,13.01-M,1.44
225,AGYS,July-29,Q1-2025,0.37-USD,74.42-M-USD,2.84-B-USD,,124.65,0.85-USD,23.23-M-USD,275.62-M-USD,26.49-M,0.63
226,AHCO,August-12,Q2-2025,0.15-USD,804.97-M-USD,1.18-B-USD,,15.76,0.58-USD,82.75-M-USD,3.26-B-USD,86.65-M,0.32
227,AHL,Finance,Multi-Line-Insurance,Mark-Bertrand-Cloutier,aspen.co,Hamilton,2002,BBG01KR39FF9
228,AI,In-4-days,Q4-2024,0.20-USD,107.76-M-USD,2.94-B-USD,,,2.23-USD,279.70-M-USD,310.58-M-USD,117.36-M,1.89
229,AIFE,111.36-M-USD,,194.42,0.05-USD,85.31-K-USD,0.00-USD,8.51-M,0.01,2,0.00-USD,42.66-K-USD,Finance
230,AIFF,44.50-M-USD,,,3.38-USD,10.46-M-USD,108.00-K-USD,5.68-M,3.09,14,28-66.67%,7.71-K-USD,747.14-K-USD
231,AIG,July-30,Q2-2025,1.65-USD,6.80-B-USD,47.04-B-USD,2.18%,18.33,4.52-USD,3.35-B-USD,27.25-B-USD,574.22-M,0.55
232,AIHS,9.91-M-USD,,,0.3289-USD,3.67-M-USD,6.81-M-USD,9.35-M,0.23,55,42-43.30%,123.90-K-USD,66.71-K-USD
233,AII,325.45-M-USD,,,,39.74-M-USD,204.35-M-USD,7.68-M,,294,695.08-K-USD,135.18-K-USD,Finance
234,AIMD,10.05-M-USD,,,1.3269-USD,14.86-M-USD,20.73-K-USD,542.38-K,1.39,44,2-4.35%,471.11-USD,337.80-K-USD
235,AIN,July-28,Q2-2025,0.75-USD,309.85-M-USD,1.97-B-USD,1.64%,26.47,2.49-USD,87.62-M-USD,1.23-B-USD,29.86-M,1.14
236,AIOT,June-16,Q4-2024,0.01-USD,103.75-M-USD,638.70-M-USD,,,2.02-USD,34.06-M-USD,134.96-M-USD,122.84-M,2.45
237,AIP,July-31,Q2-2025,0.10-USD,16.35-M-USD,299.30-M-USD,,,0.82-USD,33.64-M-USD,57.72-M-USD,27.52-M,2.01
238,AIR,July-22,Q4-2024,1.00-USD,694.76-M-USD,2.16-B-USD,,,0.36-USD,45.80-M-USD,2.32-B-USD,35.25-M,1.20
239,AIRE,August-13,Q2-2025,0.05-USD,1.20-M-USD,26.14-M-USD,,,0.6012-USD,26.02-M-USD,948.42-K-USD,9.95-M,0.51
240,AIRG,August-7,Q2-2025,0.06-USD,13.47-M-USD,48.83-M-USD,,,0.69-USD,8.69-M-USD,60.60-M-USD,9.78-M,1.67
241,AIRI,August-6,Q2-2025,0.01-USD,14.80-M-USD,13.48-M-USD,,,0.46-USD,1.37-M-USD,55.11-M-USD,2.69-M,1.05
242,AIRJ,August-22,Q2-2025,0.08-USD,0.00-USD,249.38-M-USD,,4.88,0.88-USD,215.70-M-USD,0.00-USD,22.83-M,0.32
243,AIRS,August-8,Q2-2025,0.01-USD,45.66-M-USD,249.81-M-USD,,,0.30-USD,8.25-M-USD,180.35-M-USD,11.71-M,2.99
244,AIRT,49.88-M-USD,,,0.29-USD,6.82-M-USD,286.83-M-USD,1.31-M,0.06,624,+40-+6.85%,459.67-K-USD,10.93-K-USD
245,AISP,August-13,Q2-2025,0.00-USD,6.20-M-USD,163.04-M-USD,,,0.15-USD,57.46-M-USD,23.05-M-USD,20.14-M,1.96
246,AIT,August-7,Q4-2025,2.63-USD,1.19-B-USD,8.49-B-USD,0.82%,22.39,10.11-USD,385.76-M-USD,4.48-B-USD,37.67-M,1.20
247,AIZ,August-5,Q2-2025,4.52-USD,3.12-B-USD,9.96-B-USD,1.58%,15.77,12.91-USD,760.20-M-USD,11.88-B-USD,50.25-M,0.64
248,AJG,July-24,Q2-2025,2.41-USD,3.23-B-USD,86.57-B-USD,0.77%,51.60,6.63-USD,1.46-B-USD,11.55-B-USD,253.36-M,0.37
249,AKA,August-6,Q2-2025,0.51-USD,155.82-M-USD,135.76-M-USD,,,2.39-USD,25.99-M-USD,574.70-M-USD,555.41-K,2.01
250,AKAM,August-12,Q2-2025,1.55-USD,1.02-B-USD,11.09-B-USD,,26.32,3.00-USD,504.92-M-USD,3.99-B-USD,143.17-M,0.69
